,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
German:German57,0.132035,0.127957,0.058454,0.04199,0.033545,0.022032,-0.002585,0.003923,-0.005113,-0.012392,-0.004709,-0.01139,-0.001189,-0.006881,0.017508,0.005436,-0.002477,0.007095,0.003017,-0.012631,0.005241,0.004204,0.012448,0.003133,-0.002155
German:German58,0.122929,0.132019,0.052797,0.042636,0.039084,0.00753,0.00987,0.004384,0.007976,0.01057,-0.00406,0.002548,-0.003271,-0.003441,0.013708,0.006497,-0.009648,0.007601,0.015587,0.007629,-0.003369,-0.004081,0.007765,0.009399,0.003353
German:German59,0.12862,0.133034,0.063733,0.05814,0.056318,0.014223,0.014571,0.004384,0.015544,0.000729,-0.000812,-0.002548,-0.012636,0.000688,0.018051,0.019093,0.009388,0.001014,0.006913,0.01088,0.004742,0.003833,-0.003451,0.001325,0.001317
German:German6,0.130897,0.151314,0.049026,0.042313,0.036622,0.022869,0.012691,0.004615,0.000818,0.008565,0.003897,0.007343,-0.012636,-0.013074,0.016015,-0.003713,-0.01682,-0.003674,0.009553,-0.002126,-0.008984,-0.001237,-0.008751,0.029643,0.003832
German:German60,0.127482,0.136081,0.047517,0.031654,0.032314,0.018407,0.00188,0.003231,0.001227,0.01221,-0.006171,0.003897,-0.003568,-0.010184,0.000271,-0.000398,-0.004433,0.010008,-0.007919,-0.002751,0.003494,0.004204,-0.008627,0.00723,0.00479
German:German61,0.135449,0.140143,0.057699,0.023256,0.033237,0.009761,0.006815,0.000923,0.013908,0.00164,0.005196,0.000899,-0.005946,-0.018029,0.0038,0.011933,0.01708,0.007475,0.009804,0.009379,0.007237,0.007666,-0.003821,0.002892,-0.008023
German:German62,0.132035,0.13405,0.073539,0.055556,0.036314,0.033188,0.010105,0.003231,0.006954,-0.009476,-0.000487,-0.000749,0.009366,0.001789,-0.003664,0.01074,0.012647,0.000633,-0.002388,-0.00025,0.002246,0.000989,0.001479,0.013496,-0.000599
German:German63,0.122929,0.138112,0.070522,0.063631,0.051086,0.021196,0.00188,0.005077,-0.000818,-0.009476,-0.005034,0.003147,0.012636,0.010459,0.016015,0.004508,-0.005607,0.011909,0.001383,-0.001751,0.003619,-0.000618,0.005546,0.015906,0.004431
German:German64,0.137726,0.125926,0.064488,0.043928,0.03693,0.02008,0.001645,-0.003,-0.000818,-0.011116,-0.004872,-0.004796,-0.00892,0.013487,0.0019,0.004906,0.002347,-0.007221,-0.00176,0.003502,0.002371,0.00272,0.008874,-0.000241,-0.007544
German:German65,0.121791,0.137096,0.044123,0.038437,0.036314,0.01255,0.00658,-0.001385,0,0.011116,-0.001624,0.008093,-0.019475,0.003578,0.009636,0.004641,-0.010691,0.001774,0.003645,-5e-04,-0.000749,0.000371,-0.019596,0.00735,0.004431
German:German66,0.137726,0.147252,0.048649,0.026163,0.025851,-0.003347,-0.00376,0.003923,0.012476,0.018041,0.003573,0.004646,-0.009514,0.003303,0.008415,-0.008884,-0.015907,0.004814,0.007919,-0.005127,0.003619,0.00643,0.002835,0.009158,-0.002155
German:German67,0.129758,0.133034,0.065996,0.053295,0.036007,0.013945,-0.007755,0.003231,0.003068,-0.01221,-0.002761,-0.007194,-0.005798,0.003853,0.00285,0.013789,0.005215,0.006461,0.002137,0.009129,0.00836,0.001607,-0.011216,0.011206,-0.004311
German:German68,0.127482,0.133034,0.062979,0.033592,0.040931,0.008925,-0.002585,-0.001846,0.00634,0.000547,-0.012504,0.016785,-0.015758,-0.010459,0.020629,-0.00411,-0.024382,0.008108,0.009679,-0.005503,0.005989,0.006306,-0.002342,0.008073,-0.005029
German:German69,0.121791,0.14319,0.058831,0.03553,0.036622,0.008925,0.006815,0,-0.000818,-0.007289,-0.007957,-0.003447,-0.011596,0.005367,0.011265,-0.009812,0.005215,-0.012035,-0.002891,-0.001501,-0.007237,0.009645,0.00419,0.000241,-0.002155
German:German7,0.129758,0.14319,0.058454,0.013566,0.042777,0.000558,0.004465,0.003692,0.013703,0.007472,0.006658,3e-04,-0.010109,-0.006606,0.009229,0.00358,0.00678,0.003674,0.002263,-0.004127,-0.005241,0.005441,0.001849,0.010604,-0.012214
German:German70,0.12862,0.137096,0.057322,0.018411,0.038776,0.013387,0.013396,0.005538,-0.002045,0.001093,0.002273,0.000899,-0.013677,-0.012248,0.007872,-0.000133,0.001565,0.008108,0.004777,-0.003252,0.007612,0.001731,-0.003204,0.012652,-0.005149
German:German71,0.126344,0.137096,0.056945,0.031977,0.039084,0.011992,-0.001175,-0.006461,0,0.008018,-0.002598,-0.006294,0.011893,-0.012661,0.008007,0.018563,0.016037,0.001267,-0.009302,-0.00025,0.004118,-0.010016,0.002095,0.003494,0.006586
German:German72,0.134311,0.139128,0.049026,0.015504,0.039084,0.00251,-0.00047,0.008307,0.002659,0.004191,-0.009094,0.006594,-0.005946,0.000963,0.016015,-0.008751,-0.015907,0,0.000628,0.000875,0.008984,0.003339,-0.001232,0.000482,-0.000718
German:German73,0.136588,0.148267,0.070522,0.04199,0.049548,0.01506,-0.00094,-0.001615,0.009613,0.007654,-0.008119,0.001798,0.012339,0.006055,-0.002714,0.012198,0.013169,-0.009375,0.00088,0.001376,0.003369,0.004822,0.007025,0.014098,0.000239
German:German74,0.136588,0.140143,0.055437,0.032623,0.029852,0.016176,0.001645,0.002538,0.005318,0.005649,-0.010393,0.000899,-0.014866,0.000138,0.0076,-0.00358,-0.013951,-0.003547,0.010182,-0.005878,0.004991,-0.001607,-0.003697,0.004458,0.016885
German:German75,0.134311,0.139128,0.070522,0.050388,0.05201,0.023985,0.003525,0.016153,0.008181,-0.014579,0.002436,-0.009741,0.004608,0.008945,-0.011265,0.009016,0.005867,0.005194,0.004022,-0.001501,-0.002745,0.000618,-0.005546,-0.005181,-0.003832
German:German76,0.132035,0.137096,0.06675,0.054264,0.040623,0.020359,0.015276,0.008538,0.00225,-0.003827,-0.004872,0.000599,-0.005054,-0.000826,0.0095,0.007955,0.005346,-0.003801,-0.002011,0.004252,0.001373,-0.000989,0.000493,0.005181,-0.006586
German:German77,0.132035,0.132019,0.065619,0.046512,0.038469,0.022032,0.002585,0.008307,-0.001023,-0.002734,-0.008119,-0.002997,0.00446,0.004266,0.011808,0.012994,0.000913,0.002154,-0.005279,0.009004,-0.000125,0.005564,-0.000863,0.015424,-0.002634
German:German78,0.134311,0.139128,0.053551,0.036499,0.037853,0.016733,0.003525,0.000923,0.009613,-0.003098,-0.002598,0.005395,-0.010109,-0.000413,0.012215,-0.002519,-0.023078,0.008742,0.00088,0.005002,0.008235,0.003091,-0.001232,0.013978,-0.003353
German:German79,0.120652,0.14319,0.056568,0.031331,0.049548,0.009203,-0.00094,0.016845,-0.007567,0.010934,-0.008769,0.003897,-0.022002,-0.017203,0.006379,0.004243,0.008736,0.003801,-0.000754,0.010755,0.007986,0.00272,-0.00986,0.008796,0.003473
German:German8,0.134311,0.149283,0.055814,0.047158,0.040007,0.02761,0.012691,0.008307,0.012271,-0.007107,-0.002436,-0.006294,-0.003568,0.010184,0.00665,-0.006762,0.001956,0.001647,-0.010684,-0.000625,0.003993,-0.002349,-0.00456,-0.003494,-0.001796
German:German9,0.125205,0.147252,0.065619,0.044574,0.041854,0.006972,0.00752,0.012692,-0.001841,0.000182,-0.000812,0.003747,-0.007136,-0.007019,0.012079,0.018695,0.008996,0.003294,0.001634,0.004252,0.000624,-0.005812,0.011955,0.01446,0.002155
German_East:German_East1,0.125205,0.136081,0.057322,0.042636,0.036007,0.024821,0.002115,0.00923,0.006136,0.000364,-0.005034,3e-04,0.004014,0.01445,0.007193,-0.003182,-0.015385,-0.001267,0.005154,0.001376,0.003494,0.001237,-0.000123,0.012532,0.000479
German_East:German_East2,0.134311,0.140143,0.062602,0.060078,0.037238,0.015339,0.00517,0.009,-0.003272,-0.011481,-0.00341,-0.003897,0.003122,0.009221,-0.001086,-0.004773,-0.004303,0.004307,0.007793,5e-04,0.000998,0.003215,0.00949,-0.000482,-0.011616
German_East:German_East3,0.134311,0.147252,0.060339,0.044897,0.042162,0.014781,0.001175,0.003461,0.006954,-0.00164,-0.008282,-0.003597,-0.002973,0.006193,0.00095,0.000398,-0.001956,0.007475,0.003645,0.006378,0.003244,-0.007048,0.000616,0.002048,0.000479
German_East:German_East4,0.12862,0.133034,0.049403,0.054264,0.030159,0.005578,0.006815,0.009692,-0.005931,-0.004556,-0.006171,-0.005845,0.003419,0.017478,0.0019,0.001193,0.009127,-0.000127,0.007039,0.004627,-0.004617,0.000371,0.006409,0.000482,-0.000359
German_East:German_East5,0.121791,0.135065,0.070522,0.061047,0.04647,0.026774,0.01081,0.004384,0.012271,-0.01057,-0.008769,-0.004646,-0.002081,0.007432,-0.001764,-0.004773,-0.011213,0.00114,0.001885,-0.009129,0.010482,-0.001731,-0.010846,0.003976,0.011017
German_East:German_East6,0.135449,0.128972,0.059962,0.057171,0.03416,0.014781,0.00376,0.007384,-0.002045,-0.006196,-0.00747,0.004196,-0.001041,0.005918,0.004072,-0.002784,-0.009127,-0.002914,0.002388,-0.005503,-0.001747,-0.003091,0.001232,-0.003012,-0.002874
German_East:German_East7,0.130897,0.145221,0.067505,0.044574,0.044008,0.01255,0.012221,0.007384,0.001841,-0.002369,-0.001786,0.000749,-0.001189,0.002615,0.002172,-0.005967,-0.014081,-0.001267,0.00176,-0.005753,-0.006863,-0.007543,0.004314,-0.002289,-0.001197
German_East:German_East8,0.136588,0.142174,0.061094,0.035207,0.034776,0.014502,0.00846,0.005769,0.001636,-0.002916,-0.000812,-0.001499,-0.003568,0.002477,-0.002986,-0.005171,-0.016298,0.002154,0.012821,0.001501,0,0.005688,0.003081,-0.000361,0.001557
Gond:GD_01_02,0.014797,-0.155376,-0.177247,0.121772,-0.045239,0.067492,-0.010105,0.008538,0.067697,0.043919,0.004709,0.002847,-0.004906,0.012799,-0.013572,-0.020817,0.011735,-0.006334,-0.007165,0.013256,0.007487,0.006925,-0.006779,0.000482,-0.000958
Gond:GD_01_03,0.007968,-0.18178,-0.184035,0.128878,-0.029236,0.064703,-0.008225,0.019845,0.084468,0.047381,0.013803,0.004196,0.001487,0.010872,-0.019408,-0.025855,0.006389,0.007601,0.001383,0.023636,0.005116,0.00915,-0.000616,0.008796,-0.000958
Gond:GD_01_04,0.006829,-0.231541,-0.161408,0.097223,0.011079,0.054384,-0.004465,0.009923,0.067288,0.045377,0.039785,0.008842,-0.009812,0.020231,-0.018187,-0.020949,0.008736,-0.003801,-0.007165,0.024762,0.003369,0.022752,-0.006902,0.01217,0.012214
Gond:GD_01_05,0.009106,-0.20209,-0.179132,0.128232,-0.027697,0.068328,-0.00282,0.019615,0.085286,0.05376,0.010718,-0.001948,-0.004906,0.017478,-0.020901,-0.022805,0.01369,-0.006714,-0.004399,0.023636,0.003743,0.015704,-0.009244,0.006025,0.003353
Gond:GD_01_07,0.01935,-0.160454,-0.17159,0.130493,-0.045855,0.068886,-0.00047,0.015692,0.068106,0.051391,0.01023,0.004946,-0.004757,0.008945,-0.019137,-0.014983,0.012647,-0.004307,-0.006913,0.016383,-0.000998,0.008161,-0.004067,0.009158,0.007305
Gond:GD_01_08,0.018212,-0.171624,-0.178001,0.116927,-0.034776,0.058288,-0.000705,0.019845,0.071174,0.042643,0.009743,0.002997,0.001487,0.01101,-0.015065,-0.028374,0.000782,-0.003294,-0.003771,0.013381,-0.001123,0.012489,0.002095,0.005061,0.000718
Gond:GD_01_09,0.013659,-0.176702,-0.186675,0.130493,-0.031698,0.056336,-0.00094,0.01523,0.077105,0.052666,0.01088,0.005095,-0.001933,0.020781,-0.02158,-0.015646,0.01343,-0.003927,-0.001508,0.024262,0.003993,0.002349,0.002711,0.006748,-0.00479
Gond:GD_01_20,0.009106,-0.184826,-0.181018,0.118865,-0.034468,0.061914,0.003055,0.013846,0.083446,0.055764,0.005846,0.004496,-0.002676,0.014863,-0.024837,-0.020684,0.01708,-0.00266,-0.004525,0.024512,0.000499,0.007296,-0.006655,0.012291,0.001078
Gond:GD_01_23,0.005691,-0.200059,-0.186675,0.12694,-0.033545,0.065818,-0.008695,0.01523,0.093263,0.054671,0.011205,0.00045,-0.003717,0.013212,-0.021172,-0.017237,0.017602,-0.003421,-0.005028,0.030014,0.00287,0.017064,-0.005423,0.007712,-0.000958
Gond:GD_01_24,0.009106,-0.197013,-0.182904,0.123387,-0.028313,0.063866,-0.00658,0.014538,0.082628,0.05212,0.012829,-0.002248,-0.000446,0.019405,-0.024158,-0.027976,0.004303,-0.004814,-0.007793,0.024637,-0.003119,0.013849,-0.000246,0.01458,0.002395
Gond:GD_01_26,0.013659,-0.18178,-0.174607,0.125325,-0.03416,0.071117,-0.00141,0.011999,0.080787,0.050662,0.008607,0.003147,0,0.014313,-0.016558,-0.016441,0.01682,-0.003167,-0.004777,0.025387,0.004492,0.016817,-0.003204,0.012652,0.00479
Gond:GD_01_27,0.015935,-0.176702,-0.175738,0.120803,-0.039392,0.067213,-0.00611,0.013384,0.084877,0.049568,0.004709,-0.00015,-0.001487,0.012524,-0.019272,-0.023468,0.006389,-0.003547,0.001508,0.02126,0.001497,0.00779,-0.002835,0.009519,0.002395
Gond:GD_01_29,0.007968,-0.185842,-0.17687,0.122741,-0.03693,0.073348,0.001175,0.015461,0.075878,0.053577,-0.001624,0.002398,-0.005352,0.00867,-0.017779,-0.023468,0.007562,-0.003801,-0.008547,0.016383,0.007736,0.013725,-0.001479,0.002892,-0.004071
Gond:GD_01_30,0.011382,-0.168578,-0.170836,0.121126,-0.035083,0.060798,-0.002115,0.017307,0.07322,0.045741,0.005034,3e-04,-0.003122,0.004266,-0.011129,-0.017369,0.008214,-0.006588,-0.00352,0.024137,-0.000749,0.009521,0.001109,0.003856,0.007185
Gond:GD_01_31,0.01935,-0.142174,-0.177247,0.11725,-0.045855,0.059961,-0.005875,0.014076,0.076083,0.04647,0.000487,0.005245,-0.003419,0.013212,-0.010858,-0.011933,0.012256,0.000253,-0.00176,0.016258,0.010981,0.013602,-0.002711,0.003133,-0.005868
Gond:Gond1,0.011382,-0.221385,-0.172344,0.113051,-0.007078,0.062193,0.00282,0.002308,0.071379,0.039363,0.020299,0.004796,-0.002081,0.01101,-0.02728,-0.03023,-0.001825,-0.000127,-0.001257,0.020885,-0.003119,0.007543,-0.007148,0.005302,0.005029
Gond:Gond2,0.013659,-0.217323,-0.179887,0.110144,-0.008001,0.066934,-0.00893,0.005538,0.067902,0.04975,0.025657,0.001948,-0.006987,0.012524,-0.015336,-0.015646,0.012256,0.005701,-0.011439,0.028639,-0.006114,0.016569,-0.010476,0.01458,0.007185
Greek_Central_Anatolia:G2501,0.111547,0.149283,-0.038466,-0.068153,-0.01908,-0.018686,0.00987,-0.003692,-0.024134,0.010023,0.008444,0.007044,-0.008622,0.003441,-0.006243,-0.000265,0.001043,0.00228,0.006788,-0.004377,0.000624,0.007543,-0.001356,-0.00482,-0.002395
Greek_Central_Anatolia:G2502,0.110408,0.142174,-0.040729,-0.053941,-0.008309,-0.018407,-0.00047,-0.002769,-0.013908,0.011299,-0.001949,0.006444,-0.00892,0.004817,-0.012622,0.004641,0.014212,0.008108,0.006788,0.000375,0.007986,0.008161,0.001109,0.001566,-0.000479
Greek_Central_Anatolia:G2503,0.108132,0.141159,-0.032432,-0.055556,-0.012618,-0.023148,0,-0.002538,-0.020861,0.013303,0.009581,0.001349,-0.003122,0.006744,-0.014251,-0.001193,0.01369,-0.002914,-0.000126,-0.003877,-0.001248,-0.001731,-0.000616,0.002169,0.000718
Greek_Central_Macedonia:GreeceNE11,0.125205,0.14319,0.018102,-0.010013,0.021235,-0.00251,0.004465,0.002769,-0.004295,0.01057,0.002598,3e-04,-0.002379,0.006606,-0.012079,-0.001326,0.008605,0.00114,0.010182,-0.007128,-0.008735,0.001731,0.001602,0.000843,0.005149
Greek_Central_Macedonia:GreeceNE34,0.121791,0.145221,0.020742,-0.007429,0.026159,-0.000558,-0.000235,-0.004154,0.006136,0.005103,0,-0.002398,0.003122,0.004129,-0.009365,0.01432,0.026077,-0.004941,0.005028,-0.003126,-0.00861,-0.004451,0.005793,0.007471,-0.008502
Greek_Central_Macedonia:GreeceNE59,0.120652,0.139128,0.014708,-0.007106,0.015387,-0.008088,0.00282,0.000692,0.007567,0.010205,0.005846,0.00015,0.009217,0.011147,-0.010858,0.007292,0.001304,-0.002154,-0.002388,-0.010505,-0.012728,-0.005193,0.006286,0.005543,0.003113
Greek_Central_Macedonia:GreeceNE8,0.121791,0.141159,0.024513,-0.008075,0.021235,0.003626,0.002585,0.002308,-0.00225,0.008747,0.00747,-3e-04,0.001487,0.005643,-0.013029,0.008486,0.019297,0.000253,0.002388,-0.005002,-0.002496,0.005564,0.001725,0.000482,-0.000718
Greek_Central_Macedonia:GREEKGRALPOP10,0.113823,0.138112,0.00528,-0.015181,0.018465,-0.005299,0.00329,0.000231,0,0.004374,0.002436,0.003147,-0.005649,0.005092,-0.017779,-0.007955,0.023078,-0.005321,0.011061,-0.002501,-0.004991,0.003833,-0.001725,0.004699,-0.003233
Greek_Central_Macedonia:GREEKGRALPOP11,0.121791,0.145221,0.014331,-0.014858,0.020311,-0.005857,0.00846,0.004846,0.00225,0.011116,-0.000974,0.002548,-0.008622,0.004954,-0.017236,-0.008353,0.001565,-0.000887,0.003017,-0.006503,-0.005865,0.003957,0.007888,0.00241,0
Greek_Central_Macedonia:GREEKGRALPOP12,0.126344,0.13405,0.013199,-0.012274,0.010771,-0.008925,0.00141,-0.002077,0.000818,0.000911,0,0.001798,0.006392,0.003165,-0.015744,-0.006762,0.012256,-0.003167,0.010936,0.002376,-0.008984,0.003215,0.002465,-0.004338,0.009101
Greek_Central_Macedonia:GREEKGRALPOP14,0.1161,0.145221,0.012822,-0.021641,0.025543,-0.008925,-0.003995,-0.004615,0.007976,0.022415,0.000487,0.001948,0.001338,0.007844,-0.012079,0.000796,0.00691,0.00076,0.004022,-0.005253,-0.004243,0.000495,0.001602,0.008555,-0.008263
Greek_Central_Macedonia:GREEKGRALPOP15,0.120652,0.141159,0.021496,-0.018411,0.022158,0.00753,-0.00282,0,-0.012271,0.021686,-0.004222,0.007343,-0.007136,0.001239,-0.028637,0.009546,0.004563,-0.002407,-0.001131,-0.008129,-0.007362,-0.009027,0.008011,-0.00253,-0.002395
Greek_Central_Macedonia:GREEKGRALPOP16,0.108132,0.145221,0.01961,-0.030039,0.015387,-0.005578,0.004465,0.002538,-0.002045,0.009112,0.009094,0.000899,-0.008028,0.012524,-0.023208,-0.013922,-0.002086,0.002027,0.002765,-0.007128,-0.010606,-0.001113,0.003821,0.002771,0.003832
Greek_Central_Macedonia:GREEKGRALPOP17,0.111547,0.144205,0.022627,-0.012274,0.026466,-0.004183,0.003995,-0.002077,-0.002045,0.008201,-0.001949,-0.006744,0.008622,0.00812,-0.018729,0.001193,0.009909,0.005068,0.010684,-0.00075,-0.006239,0.010387,-0.001232,-0.001807,-0.007784
Greek_Central_Macedonia:GREEKGRALPOP18,0.117238,0.147252,0.012068,-0.018411,0.016926,-0.005578,-0.003995,0.000462,0.009613,0.021139,0.004222,0.005095,0.001487,0.004954,-0.014658,-0.001326,0.00691,-0.004687,0.004022,-0.002501,-0.013851,0.004822,0.004067,-0.005663,-0.000958
Greek_Central_Macedonia:GREEKGRALPOP3,0.119514,0.139128,0.019987,-0.020026,0.025235,-0.008646,0.00376,0.000923,0.003068,0.013668,0.00341,0.003447,0.005352,0.017065,-0.018322,0.00358,0.005867,0.000887,-0.003771,-0.000125,-0.007861,0.008656,-0.000863,-0.000843,0.001078
Greek_Central_Macedonia:GREEKGRALPOP4,0.120652,0.14319,0.009805,-0.030039,0.018465,-0.005299,0.002115,-0.003461,0.002659,0.018041,-0.002436,0.003447,-0.005203,0.005918,-0.020629,0.00305,0.00678,0.008361,0.001634,0.000625,-0.010107,-0.00136,0.00456,-0.000241,0.000359
Greek_Central_Macedonia:GREEKGRALPOP5,0.120652,0.140143,0.004148,-0.018411,0.028313,-0.00251,-0.000705,-0.003692,-0.000614,0.01549,-0.001786,-0.002248,-0.009068,0.007569,-0.022937,-0.004641,0.009779,0.000887,0.011313,0.001251,-0.012353,0.004204,0.005793,0.002048,0.000718
Greek_Central_Macedonia:GREEKGRALPOP8,0.122929,0.148267,0.01961,-0.01615,0.022158,0.002231,0.001175,0.004154,-0.005727,0.005467,-0.001949,0.007793,-0.005649,0.007019,-0.010315,-0.001856,0.007432,0.00038,0.006411,-0.008754,0,-0.002349,0.000863,-0.002651,0.001557
Greek_Central_Macedonia:GREEKGRALPOP9,0.121791,0.142174,0.015085,-0.020026,0.028621,-0.001952,0.007755,0.001154,0.00409,0.019135,-0.005359,0.005095,-0.009812,0.006055,-0.022665,-0.011403,0.018515,0.005321,0.00993,0.002751,-0.008111,0.002226,0.004437,-0.00735,-0.005389
Greek_Crete:B_Crete-1,0.112685,0.138112,-0.008674,-0.040698,0.004616,-0.011992,-0.000705,-0.005307,-0.000614,0.012574,-0.000974,0.004946,-0.000446,0.003991,-0.012079,0.005569,0.016168,0.006461,0.006913,-0.004627,0.002121,0.001484,-0.008751,-0.004217,-0.000359
Greek_Crete:B_Crete-2,0.108132,0.146236,-0.018102,-0.050388,0.001846,-0.013666,0.001645,-0.001385,-0.006136,0.012757,-0.000974,-0.00045,-0.000595,0.001514,-0.00665,0.002519,0.007302,0.005068,0.002011,5e-04,-0.003369,0.00272,0.005793,0.007832,0
Greek_Crete:Crete10,0.105855,0.15436,-0.02225,-0.052003,0.003077,-0.016455,0.00376,0.000692,-0.004295,0.006014,0.004709,0.003297,-0.002527,0.004954,-0.012351,-0.014585,-0.009388,0.00266,0.006285,-0.005378,-0.012104,0.002597,-0.003574,0.00253,0.001197
Greek_Crete:Crete2,0.111547,0.145221,-0.012068,-0.042959,0.005539,-0.015897,0.008225,-0.005077,-0.0045,0.00893,0.009743,0.001798,-0.001784,0.004542,-0.010179,-0.015513,-0.006258,0.001014,-0.001131,-0.005878,-0.005366,0.001237,0.003204,-0.002892,-0.004431
Greek_Crete:Crete3,0.106994,0.145221,-0.015462,-0.044251,0.011387,-0.014223,0.003525,-0.001385,-0.005522,0.01221,0.001624,0.001649,-0.005352,0.000826,-0.014794,-0.001724,0.003129,0.00266,0.003771,-0.008504,0.000374,0.000989,-0.005176,0.006266,-0.002874
Greek_Crete:Crete4,0.104717,0.142174,-0.021873,-0.044574,0.002154,-0.013666,-0.00094,-0.002308,-0.001227,0.010387,0.001786,-0.001649,0.006392,-0.00234,-0.014929,0.002917,0.009648,-0.005194,0.00088,-0.007879,-0.006613,-0.003586,0.002711,-0.003615,-0.000239
Greek_Crete:Crete5,0.100164,0.155376,-0.020365,-0.044897,0.004001,-0.013945,-0.000705,0.002538,0.001227,0.014032,-0.002923,0.003897,-0.003122,0.014038,-0.012486,-0.009414,-0.008866,0.001647,0.010307,-0.012131,-0.004742,0.002968,0.000863,-0.00482,-0.001197
Greek_Crete:Crete6,0.10927,0.148267,-0.020365,-0.047804,0.005232,-0.013108,0.00329,0.004384,0.001227,0.017859,-0.001137,0.000899,-0.000297,0.004542,-0.008686,-0.010209,-0.005607,-0.002914,0.001634,-0.002251,-0.003993,-0.002968,-0.000616,-0.001205,-0.003832
Greek_Crete:Crete7,0.103579,0.144205,-0.019987,-0.053295,0.008617,-0.020917,-0.00188,-0.007846,0.000614,0.022051,0.00747,0.00045,-0.000446,0.003578,-0.013029,0.002652,0.003781,-0.003294,0.003268,-0.007379,-0.01148,0.003586,0.001356,0.000361,-0.003832
Greek_Crete:Crete8,0.102441,0.14319,-0.008297,-0.041344,0.014156,-0.02008,0.001175,-0.002308,-0.009204,0.019499,-0.003248,0.008692,-0.004014,0.005092,-0.012351,-0.002519,0.00352,-0.001394,0.005279,0.001126,-0.005366,0.003586,-0.002958,-0.005061,-0.002155
Greek_Crete:Crete9,0.112685,0.147252,-0.017725,-0.050711,0.00277,-0.01506,0.006815,0.003692,-0.0045,0.006014,-0.000812,0.007044,0.001635,0.007569,-0.017508,-0.002254,0.00339,0.003167,0.005405,-0.008629,-0.00549,0.002968,-0.001109,-0.008435,-0.003832
Greek_Izmir:GreeceF28k,0.121791,0.141159,0.012445,-0.023902,0.022158,-0.010877,0.000705,-0.001385,0.00225,0.019864,0.006171,0.003897,-0.004608,0.000963,-0.018594,0.009414,0.016689,0.005954,0.008045,-0.004002,-0.006489,0.00136,0.000616,-0.003615,-0.00012
Greek_Izmir:GreeceF36k,0.112685,0.140143,-0.001886,-0.033915,0.017542,-0.016176,0.004935,-0.003231,-0.00409,0.006743,0.005034,0.005095,-0.006838,-0.00523,-0.013708,0.009812,0.024903,-0.000507,0.005279,-0.000375,-0.005366,-0.000247,0.001232,0.006386,-0.003113
Greek_Izmir:GreeceF51k,0.1161,0.147252,-0.004525,-0.036499,0.016618,-0.015339,0.00188,0.002308,0.00409,0.017677,0.004222,0.007194,-0.005798,0.003853,-0.011672,-0.001458,0.011343,-0.001774,0.007416,-0.005378,-0.005116,0.000495,0.00037,0.00735,-0.005149
Greek_Izmir:GreeceF52k,0.117238,0.141159,-0.006788,-0.035207,0.01508,-0.004462,0.00047,-0.003,-0.006136,0.018406,-0.002111,0.005995,-0.004757,-0.007432,-0.015065,0.005436,0.024382,-0.005448,0.004022,0.001251,-0.003369,-0.002968,0.005423,0.00253,0.00012
Greek_Izmir:GreeceF69k,0.10927,0.144205,-0.006034,-0.040375,0.016311,-0.01004,0.00329,-0.004846,-0.006545,0.018406,-0.000812,0.003447,-0.003122,0.001651,-0.013843,0.00358,0.017602,-0.003927,0.005782,-0.001126,-0.007112,0.008285,-0.004437,0.003133,-0.011616
Greek_Izmir:GreecePhokaia60,0.117238,0.138112,-0.001508,-0.032623,0.008001,-0.010598,0.006345,-0.005538,-0.005727,0.017677,-0.001786,0.000899,0.000149,0.003578,-0.014251,-0.004906,0.004042,-0.00114,0.004651,-0.000125,-0.002246,0.00643,-0.002465,-0.000482,-0.002634
Greek_Izmir:GreeceSmyrna30,0.112685,0.152329,-0.004525,-0.030362,0.012925,-0.015897,0,-0.001385,-0.002659,0.016766,0.001461,0.003597,-0.003271,0.00055,-0.009908,0.00053,0.002086,-0.00038,0.008547,-0.005253,-0.001996,0.000247,-0.001109,-0.003133,-0.003592
Greek_Izmir:GreeceSmyrna4,0.113823,0.14319,-0.004148,-0.041344,0.013849,-0.011435,-0.00141,-0.002769,-0.006954,0.004374,0.001624,-0.004496,-0.000595,0.009083,-0.00855,-0.013126,-0.009127,0.002027,0.002388,0.001251,-0.004866,0.002473,0.00493,-0.004458,0.002634
Greek_Izmir:GreeceSmyrna58,0.114961,0.149283,0.001131,-0.029716,0.020004,-0.009482,-0.000235,-0.000923,0.005727,0.01549,0.000812,0.002398,-0.000892,0.006468,-0.011943,-0.007558,0.007041,0.000507,0.005405,-0.006253,-0.010482,-0.001237,0.003451,0.008676,-0.004311
Greek_Izmir:GreeceSmyrna9,0.110408,0.146236,-0.008297,-0.041344,0.007386,-0.021753,0.009165,0.005769,-0.002863,0.014943,0.004384,0.003297,-0.004608,0.005092,-0.012215,0.000265,0.008866,0.003547,0.007668,-0.010505,-0.013351,0.004451,-0.005916,0.007109,-0.002275
Greek_Kos:GreeceKos1,0.104717,0.148267,-0.021119,-0.055556,0.007078,-0.019801,-0.002585,-0.002538,-0.004909,0.021504,0.00406,0.002398,-0.005649,0.006744,-0.010043,-0.013922,-0.006519,0.003041,0.001006,-0.010505,-0.004617,0.000742,-0.002711,-0.011568,-0.005269
