,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
England_Mesolithic,0.126344,0.110693,0.202891,0.197031,0.157876,0.055778,0.010575,0.03346,0.086514,0.016583,-0.017863,-0.01139,0.014866,-0.001651,0.061481,0.065499,0.002477,0.009882,-0.005531,0.06353,0.116295,0.019661,-0.055954,-0.179664,0.019399
England_N,0.1257112,0.1700446,0.0558139,-0.0370732,0.0841866,-0.0225592,-0.0048307,0.0018717,0.0641522,0.0895791,0.0026342,0.013388,-0.0261313,-0.0128294,-0.0092139,0.0046407,0.0148638,0.0027167,0.0030586,-0.000264,0.0108697,0.0025142,-0.014379,-0.031477,0.0003326
England_Roman,0.127482,0.1368064,0.0595853,0.0494651,0.0371496,0.0170523,0.0036593,0.0052416,0.0030094,0.0031503,-0.0053821,0.007108,-0.0142077,-0.0127597,0.0219673,0.0017616,-0.0083819,0.0011221,0.0039503,0.0038054,0.0052586,0.0016606,-0.0035037,0.0071954,-0.0002394
England_Roman_Near_Eastern_o,0.05122,0.156392,-0.050911,-0.102068,-0.003077,-0.044065,-0.012926,-0.007154,0.031906,0.000364,0.004384,-0.015436,0.027354,0.003853,-0.003936,0.005304,-0.000782,-0.001014,-0.005908,0.010505,0.003494,-0.003833,-0.001109,0.006868,-0.010059
England_Saxon,0.1324615,0.1340499,0.0638747,0.0569288,0.0411615,0.020568,0.006257,0.0068939,0.0039881,-0.0024146,-0.0049326,0.0045524,-0.0092914,-0.0124548,0.0242431,0.011237,-0.0030804,0.0015045,0.0052008,0.0066595,0.0053344,0.0024731,-0.0016482,0.0166438,-0.0008681
ETH_4500BP,-0.511066,0.043668,0.000754,0.000969,-0.00277,-0.011435,0.050997,-0.045229,0.089172,-0.087838,-0.012991,-0.002997,-0.031219,0.000688,0.02158,-0.029965,0.027772,0.039273,0.00176,-0.009004,0.000374,0.006183,-0.003451,-0.00241,-0.000838
FIN_Levanluhta_IA,0.1044325,-0.036051,0.1057825,0.0792965,-0.0122328,0.008576,0.006169,0.0141918,0.0037328,-0.0303422,0.033046,-0.0083175,0.019772,-0.0182695,-0.0065485,-0.0034805,-3.28e-05,-0.0031672,-0.0073848,0.0008442,0.016658,-0.0018547,-0.0016945,0.004097,0.0008382
FIN_Levanluhta_IA_o,0.135449,0.121864,0.083344,0.072352,0.047393,0.019522,-0.0094,0.005077,0.011453,0.001276,0.001137,0.002548,-0.011001,-0.013625,0.034609,0.0118,-0.004563,0.001647,0.012067,0.019384,0.000374,-0.001237,-0.004683,-0.002048,0.005389
FRA_EN_PEN,0.1259643,0.1607923,0.0752987,0.0024763,0.092325,-0.007437,0.0025067,0.0055383,0.0639477,0.0717403,-0.004222,0.006694,-0.0219027,-0.0134413,-0.0006787,0.01074,0.010387,0.0027027,0.0023043,0.0062113,0.0257047,0.004534,-0.020418,-0.0635433,0.0033927
FRA_ENMN_LBR,0.1256608,0.1697964,0.0610934,-0.0279718,0.0874008,-0.0232036,-0.0075672,0.0025844,0.0665112,0.085724,-0.0017536,0.0104006,-0.0300888,-0.0197348,-0.010206,0.0112438,0.0177584,0.001115,-0.0006034,0.0030014,0.0104566,0.0007418,-0.015283,-0.0425602,0.0001676
FRA_FN_Lingolsheim_steppe,0.136588,0.123895,0.052043,0.063954,0.02185,0.0251,0.00846,0.009,-0.006749,-0.002916,-0.00406,-0.002548,-0.009366,-0.017753,0.019001,0.023071,0.02021,-0.006968,0.000377,0.019384,0.009109,0.000371,-0.006779,-0.002169,0.005748
FRA_MLN_Clos_de_Roque,0.1263437,0.1743323,0.05066,-0.037791,0.0882213,-0.0311427,-0.0052483,-0.001538,0.065243,0.093912,-0.0005413,0.0145873,-0.0304757,-0.0181207,-0.0094103,0.0049943,0.0136467,0.0028717,-0.000796,-0.0010423,0.0119787,0.0011127,-0.016885,-0.0292813,0.0008783
FRA_MN_FLR,0.1255849,0.1751224,0.0388014,-0.0551612,0.0745437,-0.0317626,-0.0030811,-0.0035897,0.0629704,0.0940136,0.0016961,0.0147369,-0.032342,-0.0136247,-0.0168896,0.00028,0.0137048,0.0023368,0.0038826,-0.0078647,0.0004297,0.0014701,-0.0100104,-0.0217834,-3.99e-05
FRA_MN_GRG,0.1254764,0.1745744,0.0404956,-0.0538949,0.0810847,-0.0332412,-0.0029767,-0.0004945,0.0602859,0.0947281,0.0007422,0.0156504,-0.0330451,-0.0151254,-0.0159569,0.0010039,0.0168568,0.0032215,0.0049382,-0.0061994,0.0043851,0.0032031,-0.010928,-0.024926,-0.0002965
FRA_MN_Lingolsheim,0.1236873,0.1739943,0.0209933,-0.0699833,0.070372,-0.038115,-0.0055617,-0.0059997,0.0455407,0.080913,0.0105013,0.015936,-0.025669,0.001789,-0.0294967,-0.0138777,0.0079967,0.006419,0.0119833,-0.0095047,-0.0029117,0.0033797,-0.0041083,-0.015303,0.0011573
FRA_MN_OBN,0.1249984,0.1695934,0.0513226,-0.0365871,0.0815535,-0.0234521,0.0001283,-0.0002518,0.0555376,0.0805485,0.003794,0.0100819,-0.019407,-0.0034657,-0.0166936,0.001977,0.0098974,0.0034895,0.0083417,-0.0005115,0.0088934,0.0071156,-0.01414,-0.0327319,-0.0006857
FRA_MN_PRI,0.1217905,0.17264,0.0465745,-0.044897,0.0753985,-0.029005,-0.0015275,-0.004269,0.06238,0.098134,0.0098245,0.015661,-0.029732,-0.014657,-0.0069895,0.003845,0.011213,0.006461,-0.00088,-0.000938,0.007549,-0.0024115,-0.0136805,-0.033619,0.0060475
GEO_CHG,0.091058,0.102568,-0.083344,-0.00323,-0.08617,0.020638,0.024911,-0.001846,-0.128236,-0.074717,-0.006333,0.023979,-0.054856,0.004404,0.026601,-0.03275,0.02386,-0.013429,-0.022249,0.034767,0.033815,-0.007048,0.006532,-0.025787,-0.002036
Gepidian_SRB_ACD,0.092197,0.005078,0.039221,0.002907,0.00954,-0.001673,0.00517,0.008307,0.00634,0.010752,-0.014615,-0.00015,-0.00446,-0.010735,0.002579,-0.006232,-0.00326,0.005194,0.007919,-0.001876,-0.004243,0.016199,0.005793,0.006025,-0.002515
GRC_Minoan_Lassithi,0.1192866,0.170609,-0.0181772,-0.093993,0.0295438,-0.0398256,-0.001316,-0.0034614,0.0103488,0.0598102,0.0029878,0.0153164,-0.0251238,-5.48e-05,-0.0374586,-0.0109518,0.0173934,-0.0012414,0.0088742,-0.0136316,-0.0133764,0.0083836,-0.0050776,-0.0010604,-0.0024428
GRC_Minoan_Odigitria_low_res,0.123688,0.1811027,-0.0082967,-0.0885023,0.038366,-0.0422983,-0.00235,-0.0053073,0.0141807,0.0621427,0.0073073,0.0041963,-0.0233397,-0.0028443,-0.0308987,0.0027843,0.0138207,0.0005913,0.02074,-0.0170497,0.0017887,0.0051933,-0.0092023,0.0041773,-0.008183
GRC_Mycenaean,0.107847,0.1563915,-0.008108,-0.0646808,0.0216962,-0.0271222,-0.0005288,-0.0021345,0.00542,0.047336,0.005521,0.0169352,-0.012785,-0.0006195,-0.0163882,-0.0098118,0.0210245,0.0036108,0.0123188,-0.0039705,-0.0058648,0.0001858,-0.0065935,0.0011448,-0.0007185
GRC_N,0.118376,0.18178,-0.001131,-0.105622,0.057241,-0.051037,-0.00423,-0.003923,0.039064,0.090207,0.003735,0.013638,-0.019177,-0.007569,-0.046959,-0.004243,0.040028,0.003927,0.004022,-0.013506,-0.012228,0.014096,0.00037,0.001325,-0.004311
GRC_Peloponnese_N,0.1192866,0.176702,-0.0080704,-0.0965124,0.0409306,-0.0416662,-0.001645,-0.0051228,0.0253202,0.0726758,0.0066578,0.012499,-0.0241424,-0.0007708,-0.0353146,-0.0086448,0.0185666,0.000532,0.0104078,-0.0138568,-0.018193,0.0007172,-0.004289,-0.000699,-0.004766
Greater_Antilles_Archaic,0.0497028,-0.3188762,0.1148963,0.0951773,-0.111354,-0.0171517,-0.2892197,-0.3437933,-0.011726,-0.0188003,-0.0021923,0.0025227,-0.0020068,0.0233502,-0.0053835,0.0036462,0.001456,-0.001858,0.003708,0.0045018,-0.0016637,0.0090473,0.0002465,-0.0039765,-0.003373
Greater_Antilles_eastern_Ceramic,0.0515334,-0.3172006,0.1176805,0.0993064,-0.1122979,-0.0189576,-0.3019066,-0.3574928,-0.0112488,-0.01544,-0.0013072,-0.001716,0.0010629,0.024593,-0.007071,0.0045644,0.0063366,-0.0008742,0.0005594,-0.0006034,0.0001622,0.0056323,-0.0021508,-0.0030726,-0.0035864
HRV_Cardial_N,0.1233083,0.185165,0.0110623,-0.1009917,0.058575,-0.0501073,-0.0092437,-0.0053843,0.0513353,0.0925153,0.009202,0.016685,-0.026214,0.001055,-0.0417113,-0.017281,0.0122127,0.0006757,0.0111033,-0.0136317,-0.012478,0.005894,-0.0049713,-0.0110053,-0.008143
HRV_EBA,0.119514,0.148267,0.015839,-0.01615,0.032621,-0.010877,-0.00329,-0.001385,0.006954,0.014943,0.004547,0.011989,-0.023042,-0.009909,-0.002307,-0.008751,0.001434,-0.003547,0.006536,0.003252,0.000499,-0.001855,0.003204,-0.001566,-0.017364
HRV_IA,0.132035,0.151314,0.033941,-0.01615,0.024928,-0.005857,-0.006345,0.007154,0.003681,0.028976,0.001786,0.01169,-0.02111,-0.001376,-0.005972,-0.008486,-0.006519,0.004941,0.005531,-0.014257,-0.001872,0.00507,0.001479,0.00253,0.003353
HRV_Impressa_N,0.1246365,0.1761945,0.0135765,-0.098192,0.059088,-0.0386265,-0.003055,-0.0026535,0.0434615,0.097132,0.0103115,0.012739,-0.0194745,0.002959,-0.0381375,-0.013458,0.021774,-0.002217,0.005971,-0.0028765,-0.003681,0.0040185,-0.002465,-0.0081335,-0.0045505
HRV_MBA,0.124636,0.149283,0.031301,-0.0098515,0.0386225,-0.0023705,-0.00564,-0.002423,0.006647,0.030069,8.15e-05,0.0106405,-0.0150145,-0.009152,-0.006786,0.0086185,0.014277,-0.0020905,0.0034565,-0.011318,-0.0035565,0.0037715,-0.00228,0.002952,-0.001796
HRV_Sopot_MN,0.126059,0.187873,0.008014,-0.0974655,0.0545485,-0.0449015,-0.0057575,-0.0072112,0.0458135,0.0885665,0.0052775,0.014612,-0.0237488,-0.0021332,-0.0418698,-0.017734,0.0102023,0.0025655,0.008736,-0.0092857,-0.0095142,0.0102325,-0.0045295,-0.0054525,-0.0059875
HRV_Starcevo_LN,0.122929,0.178733,0.013576,-0.088825,0.060934,-0.041555,0.00235,0.000692,0.044586,0.078544,0.002273,0.012739,-0.021704,-0.009771,-0.035694,-0.013524,0.016559,-0.000507,0.006913,-0.007379,-0.018218,-0.000495,-0.013927,-0.000482,0.000479
HRV_Vucedol,0.129758,0.178733,0.017725,-0.093347,0.062165,-0.043786,-0.00141,0.007384,0.030474,0.087838,-0.004709,0.018284,-0.029137,-0.003165,-0.029994,-0.006497,0.007171,0.007728,0.008422,-0.01013,-0.015223,0.01694,-0.013064,-0.018195,-0.005029
HTI_Ceramic,0.0517895,-0.3143065,0.1172845,0.1009375,-0.113098,-0.01757,-0.3056315,-0.3609085,-0.013601,-0.018497,-0.0010555,0.0005245,0.0011895,0.025735,-0.005293,0.0043755,0.005998,0.0032305,0.005405,-0.0001875,0.0023705,0.003153,-0.0046835,0.0010845,-0.002275
HUN_ALPc_I_MN,0.119514,0.18178,0.027153,-0.066215,0.065858,-0.029005,0.006345,-0.005307,0.049086,0.069979,0.011692,0.007343,-0.023934,0.010872,-0.042209,-0.01127,0.008736,0.00266,0.023254,-0.014257,-0.011105,0.000618,-0.009244,-0.019641,0.003832
HUN_ALPc_III_MN,0.1263435,0.175179,0.0190445,-0.0679915,0.0657045,-0.034722,0.0001175,-0.0006925,0.0439725,0.077268,0.0060895,0.011015,-0.0190285,0.0030275,-0.0406485,0.010143,0.0350735,0.005701,-0.0023885,-0.004815,-0.005927,0.010943,-0.013249,-0.0122305,-0.0088015
HUN_ALPc_MN,0.1229287,0.1702703,0.0228787,-0.072029,0.0680127,-0.035791,-0.002585,-0.0008463,0.0454043,0.083464,0.0040597,0.0111903,-0.0204653,-0.001514,-0.035423,0.001105,0.0289453,0.0022803,0.007416,-0.0035433,-0.0044507,0.0084497,-0.0090383,-0.0129737,-0.0042707
HUN_ALPc_Szakalhat_MN,0.1312763,0.174671,0.0301697,-0.065892,0.0722187,-0.038301,-0.0017233,-0.0010767,0.0502447,0.0824923,0.0024357,0.008043,-0.0175913,0.000367,-0.0294513,-0.0175463,0.009127,0.0060813,0.0114387,-0.0073367,-0.0058643,0.0074193,0.0012733,-0.0106437,-0.0059877
HUN_ALPc_Szatmar_MN,0.123498,0.180764,0.0233815,-0.082365,0.061396,-0.039463,-0.0024675,-0.004154,0.0391665,0.0803665,0.006008,0.013188,-0.0198465,-0.006399,-0.0292475,-0.018695,0.0046285,0.0038005,0.0094275,-0.008379,-0.006239,0.0037715,-0.008196,-0.0132545,-0.0055085
HUN_ALPc_Tiszadob_MN,0.1295306,0.1769052,0.0260968,-0.069445,0.0727518,-0.034694,-0.003008,0.002446,0.0420092,0.07694,0.0069178,0.0098612,-0.0165312,0.0069086,-0.0409604,-0.0191724,-0.0005216,0.006765,0.0132234,-0.0156576,-0.0030448,0.0080126,-0.0111414,-0.020027,-0.002802
HUN_Avar_Period,0.114961,0.107646,0.028661,-0.009367,0.017849,-0.011713,0.004465,-0.001154,0.007772,0.011481,-0.00682,0.004646,-0.003271,0.003303,-0.0019,-0.011535,-0.012517,0.007728,0.009302,-0.006003,-0.005116,0.003462,-0.003821,-0.002169,-0.001916
HUN_Avar_Szolad,0.133742,0.12948,0.073727,0.057494,0.0373915,0.029144,0.0094,0.007269,0.004295,-0.018224,-0.001543,-0.006369,0.0102575,0.017753,-0.0138435,0.0007295,0.0002605,0.0034205,0.0055305,0.001313,0,-0.002782,0.010846,-0.0069285,0.001736
HUN_BA,0.1183763,0.156053,0.036078,-0.0265937,0.052112,-0.0212887,0.006345,-0.0024617,0.0209297,0.0399703,0.0030853,0.007943,-0.015758,-0.0067897,-0.0165127,-0.00716,0.0086487,0.0005487,0.0086313,-0.0045857,-0.00079,0.0084083,-0.0081343,-0.0139777,-0.0069053
HUN_Baden_LCA,0.1286201,0.1751223,0.0305468,-0.0640976,0.0700986,-0.0327231,-0.0033946,0.0001024,0.0449497,0.0806496,0.0047274,0.013205,-0.0225303,0.0009482,-0.0291193,-0.0045669,0.0138784,0.0034346,0.0121926,-0.0080453,-0.0038683,0.0059491,-0.0054777,-0.017298,0.0006519
HUN_Balaton_Lasinja_CA,0.128051,0.1794947,0.031961,-0.0731595,0.0682432,-0.0374412,-0.0044062,-0.0013845,0.0419275,0.0832365,0.0033695,0.0139002,-0.0179505,-0.002477,-0.0306388,-0.0007955,0.020503,0.0018052,0.0056878,-0.008598,-0.0070502,0.0083775,-0.0086892,-0.0118088,-0.0032035
HUN_Bu_kk_MN,0.121791,0.169593,0.039598,-0.052649,0.056626,-0.030957,-0.000235,0.004154,0.046018,0.073806,0.006658,0.009442,-0.014271,0.001101,-0.031894,0.009149,0.028945,0.005701,0.007039,-0.000625,0.003244,0.014715,-0.014666,-0.013134,-0.008382
HUN_Hunyadihalom_MCHA,0.122929,0.176702,0.029793,-0.042636,0.064627,-0.030678,-0.00517,-0.000462,0.03436,0.07745,0.005034,0.015736,-0.013974,0.000413,-0.038137,0.007292,0.034813,0.004054,0.012318,0.004252,0.004367,0.002968,-0.007641,-0.021208,-0.008861
HUN_Koros_N,0.118376,0.1790717,0.0093023,-0.097762,0.0588827,-0.0514087,-0.0038383,-0.002615,0.040973,0.0861977,0.0093103,0.013338,-0.0217043,0.0032573,-0.0368707,-0.0136127,0.0219047,0.0019427,0.013701,-0.0127143,-0.0168037,0.007378,-0.002054,-0.0046997,0.0002397
HUN_Koros_N_HG,0.137726,0.12491,0.180264,0.154395,0.128332,0.042112,0.015041,0.03646,0.071992,0.006925,-0.005196,-0.013488,0.014717,-0.003303,0.028637,0.046141,0.018384,0.005954,-0.008296,0.045772,0.061142,0.010634,-0.040672,-0.124475,0.013053
HUN_LBA,0.125205,0.15436,0.060716,0.033592,0.061242,0.008646,0.00423,0.007615,0.014317,0.007836,-0.004547,-0.006594,0.001041,0.007432,-0.002579,-0.001591,0.010952,-0.002027,0.008547,0.004752,0.004617,0.005317,0.003081,-0.013134,0.000239
HUN_LBK_MN,0.123498,0.1807643,0.0126335,-0.0942352,0.0580878,-0.0403695,-0.0029375,-0.003,0.0397798,0.084603,0.008769,0.0125138,-0.02111,0.0004818,-0.042107,-0.0149492,0.01105,-0.0005382,0.012821,-0.0153825,-0.013757,0.0095827,-0.0092128,-0.0026512,-0.002934
HUN_LCA,0.1217907,0.168578,0.02753,-0.0580323,0.0702693,-0.0269597,-0.0020367,-0.0016153,0.040973,0.07988,0.001624,0.0095913,-0.019772,0.0013303,-0.029587,0.0122867,0.0246423,0.0054053,0.00905,-0.0065033,-0.0048663,0.0086557,-0.006286,-0.0130943,-0.0003593
HUN_Lengyel_LN,0.1272922,0.1777177,0.0206787,-0.0799425,0.0635502,-0.040997,-0.0038777,-0.0036153,0.0460522,0.0810342,0.0099055,0.0092667,-0.0207628,0.0022018,-0.0366672,-0.0123087,0.0169498,0.0019425,0.0106215,-0.009442,-0.0118957,0.0040187,-0.006984,-0.0086758,-0.0011178
HUN_MA,0.125205,0.12491,0.04186,0.023256,0.031698,-0.007809,0.00799,0.01223,0.001432,0.014214,-0.003085,-0.003897,0.006244,-0.00812,0.009365,0.011138,0.011735,0.000887,0.009553,-0.001876,-0.002246,-0.004204,-0.002958,-0.004217,-0.003473
HUN_MA_Szolad,0.1268314,0.1386923,0.0474633,0.0296237,0.0347316,0.0087153,0.0026858,0.0034531,0.0025492,0.0060333,-0.0043729,0.0041963,-0.0096947,-0.0066944,0.009859,0.0043755,-0.0015227,0.0006923,0.0054185,0.0022109,0.0027452,0.0040408,0.0003433,0.0085467,-0.0012231
HUN_MA_Szolad_o1,0.120652,0.167562,0.012822,-0.045866,0.035391,-0.022869,-0.00047,-0.000923,0.001023,0.045559,0.007145,0.01079,-0.013528,0.007844,-0.014115,-0.018297,-0.003129,0.003421,0.008547,-0.016258,-0.010232,0.003462,0.005793,0.007832,0.001317
HUN_MA_Szolad_o2,0.114961,0.106631,0.048649,0.042959,0.028313,0.013387,0.011281,0.017768,-0.001432,-0.010023,-0.002436,0.006444,-0.01219,0.007156,0.018051,0.002387,0.00013,0.008488,0.011816,0.002876,0.010482,-0.000866,0.006039,0.005302,-0.000239
HUN_Mako_EBA,0.132035,0.144205,0.077687,0.046512,0.069244,0.009761,0.00752,0.008769,0.03027,0.012028,-0.002761,-0.008842,-0.000892,0.013212,-0.015744,0.002387,0.012517,-0.001267,0.004274,0.00988,0.008235,-0.005935,-0.004437,-0.031932,0.005269
HUN_Prescythian_IA,0.117238,0.084289,0.04186,0.027132,-0.001846,0.004183,0.005875,0.001385,-0.014317,-0.014214,-0.004222,-0.001499,0.002825,-0.008395,0.012486,-0.003713,-0.019949,0.001394,0.013701,-0.003627,-0.005116,0.003091,0.002835,0.002892,-0.000718
HUN_Protoboleraz_LCA,0.1246365,0.1736558,0.027341,-0.0602395,0.0694745,-0.027401,-0.0047002,0.0010385,0.0459665,0.076949,0.0037755,0.0050582,-0.0138625,0.0054018,-0.0294175,-0.0101762,0.0071385,-0.0010453,0.0076362,-0.0065348,-0.0029013,0.002875,-0.0044678,-0.0113868,-0.0016465
HUN_Sopot_LN,0.1246365,0.187365,0.013765,-0.0780045,0.0653965,-0.04532,-0.0027025,-0.0045,0.045404,0.0851955,0.0064145,0.008617,-0.018954,0.011216,-0.037052,-0.0147835,0.0147985,-0.002027,0.0111245,-0.0169455,-0.010731,0.0037715,-0.003574,-0.0083745,-0.0057475
HUN_Starcevo_N,0.122246,0.1886854,0.0077688,-0.0985152,0.0593956,-0.0521526,-0.0032432,-0.0068304,0.0448726,0.0865622,0.008217,0.0126786,-0.0229534,0.0046514,-0.0378388,-0.0226466,0.0074318,0.002179,0.0110612,-0.0154824,-0.0138756,0.0108072,-0.0017254,-0.0052776,-0.0043348
Hun_Tian_Shan,0.0867453,-0.0678801,0.0366602,0.047702,-0.0416433,0.0071483,0.0034508,0.0032548,-0.0173307,-0.0242373,-0.0082134,-0.0019088,0.0009623,-0.0222369,0.0142363,0.0097069,-0.0019694,0.001867,-0.0008601,0.0016522,-0.0145467,0.0016401,-0.0011352,0.0035261,2.53e-05
Hun_Tian_Shan_o,0.052359,-0.313799,0.06675,-0.006137,-0.038161,-0.020917,0.011281,0.004615,0.006136,-0.004009,-0.033127,0.002548,0.005054,-0.006055,0.002579,0.003713,0.000261,0.005068,-0.001131,0.001626,-0.019715,-0.000618,-0.00912,0.004458,-0.004311
HUN_Tisza_LN,0.123498,0.1802565,0.029038,-0.069768,0.069551,-0.032909,-0.0105755,0.0053075,0.0435635,0.07581,0.0081195,0.006669,-0.0165015,0.001514,-0.0370515,-0.0116015,0.0033245,0.00038,0.0094275,-0.010505,-0.0038685,0.002164,-0.0056695,-0.0062055,-0.003054
HUN_Tiszapolgar_ECA,0.1271973,0.181272,0.0294155,-0.0725942,0.064858,-0.0343035,-0.0025262,0.0014423,0.048012,0.0772228,0.0092155,0.0118395,-0.0221135,0.0068812,-0.0318262,-0.0114028,0.0050198,0.0026288,0.0066308,-0.01607,-0.006395,0.0079448,-0.009644,-0.014761,-0.0016765
HUN_Tiszapolgar_ECHA,0.12862,0.17264,0.025644,-0.07106,0.069859,-0.043786,-0.00235,-0.001846,0.048268,0.07581,0.003735,0.006894,-0.018731,-0.000688,-0.033794,-0.008618,0.029076,-0.000127,0.013324,0.001626,-0.005241,0.006801,-0.002711,-0.013134,0.000958
HUN_Vinca_MN,0.120368,0.1774638,0.008768,-0.0873715,0.0611652,-0.042182,-0.0045238,-0.0019612,0.04387,0.082553,0.0060895,0.0133008,-0.0201435,-0.0020642,-0.039189,-0.0094468,0.023078,0.0027558,0.0115012,-0.0086292,-0.0093587,0.00711,-0.0033278,-0.0027412,-0.0093108
Iberia_Central_BA,0.1239044,0.1505886,0.059639,0.0003691,0.0686281,-0.0074901,-0.0052371,-0.0001319,0.0395609,0.0550354,-0.0029926,0.01291,-0.0243167,-0.019621,0.0066116,0.0103233,0.0156089,-0.0004163,-0.0021549,0.0007146,0.0115154,-0.0001766,-0.0088561,-0.020261,0.0028397
Iberia_Central_CA,0.1263435,0.1690857,0.0548712,-0.029716,0.095864,-0.0212652,-0.0072262,0.0002305,0.0659078,0.0904348,-0.007064,0.0140125,-0.0315535,-0.0146222,-0.0047842,0.0045082,0.0117018,0.0010768,-0.0014452,-0.0030325,0.01541,0.0018858,-0.0118318,-0.030607,0.0013172
Iberia_Central_CA_Afr,-0.05122,0.140143,-0.002263,-0.091086,0.0397,-0.047133,-0.036192,0.007384,0.091013,0.044283,0.012179,-0.000899,0.006987,-0.018029,0.020087,-0.016309,0.000652,-0.016596,-0.033561,0.003001,-0.011729,-0.018548,0.013064,-0.009399,0.005987
Iberia_Central_CA_Stp,0.1257745,0.142174,0.054494,0.0318155,0.04647,0.0054385,0.0043475,0.0027695,0.0235205,0.032347,-0.000893,0.0095915,-0.023563,-0.010666,0.0176435,0.0097455,0.0014995,0.003864,0.0030165,0.0015005,0.0107935,0.003957,-0.004252,-0.0116885,0.0078435
Iberia_East_IA,0.1244941,0.1489018,0.0564739,0.0021802,0.0598572,-0.0031725,-0.0036426,0.0044711,0.0299882,0.0468802,-0.0047092,0.0111088,-0.0233585,-0.0145191,0.0078549,0.0056351,0.0067799,0.0016153,0.0038024,-0.0010318,0.0055682,-9.26e-05,-0.007364,-0.0123961,-0.0011226
Iberia_ElMiron,0.0774,0.044683,0.105217,0.129201,0.11079,0.031236,0.00188,0.006231,0.088559,0.02442,-0.005359,-0.002847,0.008622,-0.013487,0.037459,0.041633,0.002217,0.006968,-0.015209,0.045772,0.063638,0.007914,-0.036481,-0.129054,0.013053
Iberia_Formentera_MBA,0.120652,0.151314,0.048649,-0.002261,0.056934,-0.009203,-0.003995,0.004384,0.035792,0.058133,-0.001461,0.01079,-0.02438,-0.022845,0.004479,0.008884,0.012126,-0.001014,-0.003268,-0.002376,0.006114,0.000124,-0.000493,-0.01687,0.002275
Iberia_Ibiza_Punic,0.080814,0.139128,0.005657,-0.037791,0.035083,-0.016176,-0.004935,-0.007615,0.02986,0.042461,0.001624,0.010341,-0.004906,-0.007156,0.004886,0.012861,0.002217,-0.008742,-0.001508,0.003001,0.001622,-0.0115,-0.002095,-0.008676,0.005389
Iberia_Mallorca_EBA,0.120652,0.14319,0.056568,0.008398,0.054472,0,0,0.005077,0.023111,0.043008,-0.012179,0.014087,-0.027502,-0.017891,0.0076,0.006895,0.010691,-0.002914,0.003268,-0.011756,-0.001747,-0.006183,-0.016885,-0.006868,0.0097
Iberia_Menorca_LBA,0.122929,0.153345,0.054305,0.001615,0.062165,-0.002231,-0.00376,0.002308,0.035178,0.05212,-0.005521,0.013938,-0.026016,-0.016377,0.015065,0.008618,0.002738,-0.004814,-0.004274,-0.004502,-0.001497,0.002473,-0.003821,-0.016147,-0.000599
Iberia_MN,0.1212218,0.1627387,0.0523252,-0.033592,0.0853235,-0.0214745,-0.0098702,-0.0010385,0.0643228,0.0923028,-0.003004,0.0138628,-0.032854,-0.0157232,-0.0081772,-0.0003315,0.0109522,0.004244,-0.001257,-0.00544,0.0181868,0.0046368,-0.0155598,-0.0405782,0.0024248
Iberia_N,0.1239407,0.1755737,0.0341921,-0.0626261,0.0768007,-0.0339317,-0.004439,-0.0011793,0.0618117,0.0996021,0.0021292,0.015586,-0.0343077,-0.0108723,-0.0189858,-0.0058929,0.0074029,0.001844,0.0048463,-0.0070036,0.002468,0.0035996,-0.008148,-0.0235909,9.3e-05
Iberia_North_BA,0.1242568,0.154699,0.0555627,0.004522,0.0679613,-0.002417,-0.0025068,0.0038458,0.0341553,0.0550352,-0.0043032,0.0096663,-0.0209117,-0.0154367,0.0064918,0.0047733,0.0091053,0.0049197,-0.0011732,-0.002522,0.0091712,0.0056468,-0.0093462,-0.0190388,0.003752
Iberia_North_CA,0.1348802,0.168324,0.062885,-0.0266475,0.0865545,-0.0193132,-0.0029962,0.005769,0.0692312,0.095583,-0.0002842,0.0192202,-0.0335972,-0.0178565,-0.003393,-0.003878,0.0024448,0.0026602,3.15e-05,-0.0033765,0.0159715,0.002102,-0.0174085,-0.041211,0.0055382
Iberia_North_IA,0.125205,0.1431895,0.065053,0.0114665,0.058011,0.003347,-0.0034075,0.0045,0.026077,0.034989,-0.002192,0.0088425,-0.0169475,-0.0085325,0.0107215,6.65e-05,-0.008279,0.0008865,-0.000126,-0.00075,0.0082355,0.0023495,-0.0070865,-0.0118085,-0.0061075
Iberia_North_MLN,0.1300429,0.1642619,0.069296,-0.0196222,0.0942868,-0.0192784,-0.0060512,0.0041826,0.0651152,0.0902069,-0.0032476,0.0134692,-0.0308842,-0.0175298,-0.0036982,0.0054198,0.008263,0.0004276,0.0001414,-0.0005314,0.0160184,0.0039721,-0.0140041,-0.0431538,0.0040265
Iberia_Northeast_BA,0.1263438,0.1502982,0.0608579,0.0031896,0.066897,-0.0059264,-0.0008225,-0.0004904,0.038834,0.055058,-0.0028212,0.0090484,-0.025644,-0.0184072,0.0007975,0.0107232,0.0113922,0.0003484,0.0009271,0.0039394,0.0108089,0.0023186,-0.0131569,-0.0163879,0.0003441
