,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
ARG_Aconcagua_500BP,0.052359,-0.316845,0.122564,0.100453,-0.116022,-0.011435,-0.308334,-0.375446,-0.016771,-0.013121,-0.001461,-0.00045,0.001338,0.025323,-0.007872,0.00716,0.000782,-0.002027,0.005154,-0.000375,-0.004742,0.010016,0.002342,0.002892,-0.001676
ARG_ArroyoSeco2_7700BP,0.0552042,-0.311006,0.1192645,0.0922972,-0.1111745,-0.0206378,-0.2850092,-0.3403125,-0.0103795,-0.0156725,0.004506,0.00015,0.0007802,0.020162,-0.0085502,0.0063312,0.0060628,-0.002692,0.0069132,0.0041582,-0.00287,0.00847,-0.0013862,-0.0043378,-0.0002095
ARG_Fuego_Patagonian,0.0492285,-0.3160835,0.118039,0.0945582,-0.1167142,-0.0202895,-0.2863602,-0.3444662,-0.0142142,-0.017267,0.0019082,0.0012365,0.0017468,0.0227078,-0.0063788,0.0079555,0.008475,0.0012985,-0.0054995,-3.12e-05,-3.13e-05,0.0034622,-0.004622,-0.00244,-0.0017362
ARG_LagunaChica_6800BP,0.044391,-0.3137983,0.1160273,0.0925933,-0.116637,-0.0225903,-0.2822477,-0.339986,-0.012817,-0.0182843,-0.003843,-0.0018483,0.006343,0.0202307,-0.0036643,0.0035797,0.0046503,-0.00114,0.0087987,0.00346,-0.000208,0.0025967,-0.0034513,-0.0024503,-0.0058277
ARM_Areni_C,0.1115468,0.1327805,-0.0316782,-0.0281818,-0.0278512,-0.005508,0.0022325,-0.0073265,-0.0236735,-0.0068795,0.007064,0.0064068,-0.0066528,-0.0040598,-0.0060735,-0.0100438,-0.0098115,0.0026922,0.0009428,-0.006941,-0.002901,0.0025965,0.0014175,-0.0031932,0.0047898
ARM_LBA,0.100544,0.122879,-0.0314267,-0.0117357,-0.035699,0.0013017,0.00376,-0.0116917,-0.0465633,-0.0213217,-0.0052507,0.002348,-0.005996,-0.0046333,0.0093197,-0.005878,-0.0009127,0.000718,0.002011,0.0056277,-0.0056567,-0.0014427,0.0077647,-0.0022893,0.002954
ARM_Lchashen_MBA,0.102441,0.112724,-0.0397865,-0.0166345,-0.0426235,-0.0073905,0.00094,-0.0075,-0.044484,-0.0229615,0.0103115,0.005845,-0.0043855,-0.0057115,0.006379,0.0034475,0.013234,0.000317,0.00044,0.0031265,-0.0008735,-0.001917,-0.003204,0.003916,-0.0011975
ARM_MBA,0.103579,0.1223715,-0.031678,-0.013243,-0.0350835,-0.0027885,0.00329,-0.0065765,-0.053585,-0.0188615,0.004141,0,-0.007656,0.00172,0.0139115,-0.000265,0.0008475,-0.003674,0.000566,-0.000125,0.005428,0.0012985,0.005423,-0.0007835,0.000958
AUT_LBK_N,0.1220754,0.1839379,0.015792,-0.0885424,0.0642426,-0.0428098,-0.0023206,-0.0037789,0.0449952,0.0860381,0.0079368,0.0105094,-0.0204036,0.0025289,-0.0382054,-0.0129606,0.0148475,0.0011245,0.0146436,-0.0096453,-0.006738,0.0098304,-0.0058542,-0.0064919,-0.0058527
AZE_Caucasus_lowlands_LC,0.095611,0.141159,-0.072784,-0.059755,-0.024928,-0.018686,0.01081,-0.004615,-0.024338,-0.003827,0.00341,-0.01124,0.015461,0.006744,-0.016694,0.034473,0.026859,0.005574,0.001383,-0.014507,0.009234,0.021639,0.002958,-0.015665,-0.002155
AZE_Caucasus_lowlands_LN,0.097319,0.1457285,-0.068636,-0.0702525,-0.0333905,-0.021893,0.0094005,-0.0141915,-0.0224975,0.0027335,0.001705,0.0050205,-0.014197,0.0016515,-0.0084145,-0.0110045,0.008866,0.0022805,0.004085,-0.0011255,0.0061145,0.004946,-0.0049915,-0.006326,0.001916
Baltic_EST_BA,0.1321485,0.1213556,0.0992205,0.111662,0.051671,0.040746,0.0158398,0.0204684,-0.0029042,-0.050607,0.0009094,-0.0182389,0.0359462,0.0400344,-0.0180239,0.0018297,0.0103654,-0.000684,-0.0013952,0.0046272,-0.0024957,-0.0062692,0.0106487,-0.017388,0.002359
Baltic_EST_IA,0.12881,0.1064613,0.093903,0.0930778,0.0434952,0.0322583,0.0097137,0.0131533,0.0019773,-0.036356,0.0054128,-0.0121143,0.0222,0.0148862,-0.0057682,0.0081983,0.010474,-0.0006547,0.003289,0.011193,0.0060727,-0.00237,0.0028553,-0.0118087,-0.0021555
Baltic_EST_MA,0.129379,0.118817,0.0886237,0.0915167,0.046778,0.0363487,0.013474,0.0148457,0.0040223,-0.0346857,-0.0089853,-0.0133377,0.0173437,0.02624,-0.003031,0.0135683,0.0149073,-0.0040963,0.0007963,-8.33e-05,0.0007073,0.001319,0.00493,0.0008433,-0.0006783
Baltic_EST_Narva,0.1291895,0.096983,0.161219,0.1849185,0.0890935,0.0591245,-0.0015275,0.017884,0.043768,-0.031618,-0.0036535,-0.0131885,0.0300295,-0.01273,0.03203,0.031954,-0.011669,0.0011405,-0.0060335,0.034954,0.038557,0.0134785,-0.022308,-0.093447,0.004251
Baltic_LTU_BA,0.129189,0.1284645,0.091075,0.093993,0.040469,0.036395,0.0072855,0.011076,-0.0031705,-0.0483835,-0.0021925,-0.017834,0.0152375,0.026905,-0.009636,-0.00358,-0.008801,0.0025975,-0.004902,0.0006875,-0.0034315,0.0012365,0.000493,-0.0144595,0.0091605
Baltic_LTU_Late_Antiquity_low_res,0.138864,0.118817,0.096543,0.099484,0.061242,0.048527,0.016686,0.026307,-0.004704,-0.043919,-0.005359,-0.025927,0.042368,0.034681,0.0095,0.004375,-0.008736,0.003421,0.002891,-0.00963,0.013102,-0.018053,0.013927,-0.012411,0.002395
Baltic_LTU_Meso,0.134311,0.108662,0.181395,0.186695,0.136949,0.061077,0.010575,0.034383,0.071174,-0.007472,-0.013153,-0.016935,0.029286,0.000138,0.039495,0.060063,0.005215,0.001267,-0.00352,0.048523,0.072248,0.013231,-0.036235,-0.136525,0.012574
Baltic_LTU_Narva,0.1320347,0.1106928,0.1803263,0.1842187,0.1199712,0.0524315,0.0108103,0.0286143,0.0592778,-0.019074,-0.0055213,-0.0195077,0.0273783,0.0045643,0.0325728,0.0470032,0.0035857,0.0052997,-0.0064943,0.0436457,0.0663412,0.0077283,-0.0292508,-0.1139918,0.0110567
Baltic_LVA_BA,0.1305171,0.1268283,0.1001044,0.1110769,0.048385,0.0399124,0.0145449,0.0188197,-0.000568,-0.0488596,-0.0003249,-0.0189164,0.0329201,0.0433512,-0.0168293,0.0013113,0.0021294,-0.0014498,-0.0003212,0.0077817,-0.0024957,-0.0051934,0.0092299,-0.0223726,0.0025412
Baltic_LVA_HG,0.1292603,0.1004104,0.1802636,0.1972329,0.1064236,0.0560919,0.0083574,0.0207106,0.0524476,-0.0261394,-0.0046788,-0.0181151,0.0281434,-0.0053759,0.0355759,0.0480141,0.003072,0.0040856,-0.0059236,0.042325,0.0613526,0.0130531,-0.0262979,-0.1110549,0.0095949
Baltic_LVA_MN,0.1293028,0.0706808,0.1523568,0.1945116,0.047578,0.0589576,-0.0050764,0.006323,0.0208204,-0.0559464,0.0052288,-0.0185234,0.0298512,-0.0275518,0.027931,0.036197,0.0010952,-0.0001266,-0.0074412,0.03104,0.0268278,0.0172372,-0.0087258,-0.0600808,0.0013894
BEL_GoyetQ116-1,0.043253,-0.005078,0.003017,0.093993,0.045547,0.001952,-0.00517,-0.000692,0.065857,0.024055,0.00341,0.000899,0.009366,-0.022983,0.019137,0.017634,0.011865,0.004561,-0.006034,0.034767,0.026079,0.002473,-0.023664,-0.061695,0.003712
BEL_GoyetQ2,0.071709,0.03859,0.067127,0.122095,0.085554,0.016176,-0.00188,0.006923,0.079764,0.015855,-0.013478,-0.017085,0.009217,-0.019267,0.044245,0.036197,0.002217,0.003547,-0.009302,0.045272,0.054778,0.003215,-0.034263,-0.101942,0.011376
Bell_Beaker_Bavaria,0.1271445,0.1324326,0.052713,0.0416909,0.0331913,0.0126844,0.0009922,0.0016324,0.0044465,0.0071138,-0.0007698,0.0066884,-0.0102576,-0.0124217,0.0121041,0.0082649,0.0028733,0.0016705,0.002514,0.0048264,0.0046076,0.002125,-0.001164,0.0008301,-0.001539
Bell_Beaker_CHE,0.122929,0.1304955,0.044877,0.0172805,0.0386225,0.004044,-0.002115,0.002769,0.0208615,0.0165835,0.0082005,0.001274,-0.020069,-0.011629,0.0104505,0.000928,-0.001825,0.0026605,0.003394,0.005878,-0.0018095,0.000989,-0.002465,-0.0068085,-0.003413
Bell_Beaker_CZE,0.1264221,0.1317737,0.0544615,0.0463115,0.0334385,0.01456,0.0028119,0.0056576,0.0036743,0.0027649,0.0002463,0.0040103,-0.0115238,-0.0124714,0.0130291,0.0087555,-0.0003642,0.0013062,0.0035846,0.0039372,0.0034767,0.0037266,-0.001904,-0.0001412,-0.002618
Bell_Beaker_CZE_o,0.122929,0.127957,0.072407,0.065246,0.03693,0.016733,0.010575,0.017768,-0.009408,-0.000547,0.005684,-0.006145,0.004014,0.011698,-0.00855,-0.000928,-0.007041,-0.002787,0.017095,0.001501,-0.011105,0.004081,0.008258,-0.009278,-0.007903
Bell_Beaker_England,0.1281142,0.1234808,0.0636217,0.0673036,0.0256001,0.022745,0.0015319,0.0035126,-0.0033254,-0.0103537,-0.0030131,0.0040963,-0.0109569,-0.0151232,0.025616,0.0090259,-0.0062489,0.0015484,0.0025233,0.0063456,0.0060033,0.0038516,0.0008216,0.0043246,-0.001508
Bell_Beaker_England_EBA,0.130897,0.126941,0.070144,0.064923,0.030159,0.01757,0.00752,0.002077,0,-0.004374,-0.00406,-0.000749,-0.014123,-0.014588,0.039087,0.027844,0.003651,0.005321,-0.007793,-0.001501,0.012852,-0.006059,-0.001602,0.006989,0.013532
Bell_Beaker_FRA,0.1259643,0.1235563,0.057448,0.0635233,0.0266713,0.025472,0.0052483,0.0005387,0.003886,-0.0134247,-0.00341,0.0034467,-0.0107033,-0.018258,0.0212177,0.0147173,0.0057367,0.0009717,0.0056987,0.005086,0.005033,0.0042043,-0.0010273,0.0088763,-0.0016367
Bell_Beaker_FRA_C,0.132604,0.1340495,0.0605275,0.0385985,0.041854,0.0107375,-0.00047,0.006346,0.008897,0.0126655,-0.00203,0.012889,-0.015089,-0.0157575,0.0143865,0.0117345,-0.007888,0.0023435,-0.0016965,0.001751,-0.0004365,0.0058115,-0.0009245,-0.001265,-0.00467
Bell_Beaker_FRA_lowSteppe,0.1303275,0.1635,0.0520425,-0.0247095,0.068782,-0.0195225,0.0022325,0.0040385,0.0435635,0.0728035,0.0036535,0.008318,-0.0269075,-0.0132805,-0.0055645,0.0122645,0.014147,0.0019635,0.001006,-0.001438,0.001248,0.001484,-0.005053,-0.020605,-0.0053885
Bell_Beaker_HUN,0.1257745,0.1629925,0.0422375,-0.023902,0.063704,-0.018546,0.00235,0.0040385,0.0291445,0.047928,0.0017055,0.0029225,-0.010927,0.001445,-0.021308,-0.0068945,0.01519,6.35e-05,0.0108725,0.000688,0.0051785,0.0009275,-0.0077645,-0.015424,0.0016765
Bell_Beaker_HUN_EBA,0.1257744,0.1316381,0.0481301,0.0340765,0.0300056,0.0126898,0.0032901,0.0024231,0.0023009,-0.000296,-0.0010552,0.00414,-0.007303,-0.0111819,0.0093139,0.0102591,0.0030314,-0.0015836,0.0037395,0.0022978,0.0014351,0.0006182,-0.0002465,-0.0023499,0.0012724
Bell_Beaker_HUN_EBA_o,0.122929,0.175687,0.043746,-0.04199,0.088324,-0.023427,0.000705,0.003461,0.053994,0.085104,0.001299,0.015886,-0.028097,-0.000413,-0.016558,-0.020021,-0.00339,0.005574,0.009679,-0.005878,0.006613,0.005935,-0.015036,-0.029161,0.000838
Bell_Beaker_Iberia,0.1264953,0.1596413,0.0578001,-0.0121448,0.0735933,-0.0120295,-0.0078493,0.0037691,0.0501492,0.0733439,-0.0045252,0.0138177,-0.0288798,-0.0193131,0.0020269,0.0015999,0.0091878,0.0005151,0.0012402,0.0002002,0.0107976,-0.0004699,-0.0106897,-0.0286868,0.0010537
Bell_Beaker_Iberia_C,0.133173,0.157407,0.061094,-0.022933,0.093248,-0.00251,0.00141,0.008538,0.063402,0.090025,-0.002273,0.012589,-0.030178,-0.018854,-0.013436,0.003315,0.028945,0.004941,-0.000754,0.013757,0.015722,-0.003586,-0.013188,-0.053984,-0.011376
Bell_Beaker_ITA,0.1286205,0.1502985,0.0331865,-0.0140505,0.0447775,-0.0036255,0.002115,-0.001269,0.0196345,0.040092,0.0055215,0.012589,-0.0210355,-0.007225,-0.0012215,0.00537,0.0014995,0.0056375,0.005782,-0.0086295,0.0032445,0.0079755,-0.008751,-0.005844,0.003173
Bell_Beaker_ITA_o,0.126344,0.170609,0.033941,-0.05814,0.078476,-0.035419,-0.002115,-0.000231,0.059516,0.0831,0.002923,0.014387,-0.023042,-0.00055,-0.024022,-0.01432,-0.009648,-0.005574,0.008799,-0.018259,-0.002371,0.009521,-0.010476,-0.025305,-0.005149
Bell_Beaker_Mittelelbe-Saale,0.1287624,0.1302415,0.0592081,0.0496612,0.0345064,0.0172565,0.0001469,0.0049614,0.0053944,0.0004327,-0.003796,0.0037654,-0.007693,-0.0117152,0.0231405,0.0064472,-0.0040745,-0.0011717,0.0022468,0.0064408,0.0062079,0.0065999,-0.0062856,-0.0021688,-0.0012126
Bell_Beaker_NLD,0.1284778,0.1228792,0.0626964,0.0732402,0.024543,0.0242984,0.0004994,0.003346,-0.0082066,-0.0132576,-0.0051356,0.0029222,-0.0081208,-0.014588,0.0251934,0.0100105,-0.0060466,-0.0022011,0.0012412,0.0072378,0.005849,0.0026894,0.0002158,0.0061454,-0.000464
Bell_Beaker_POL,0.1269128,0.1261795,0.0529855,0.0494997,0.0312365,0.0156178,0.0038188,0.0028268,-0.0039882,-0.000729,-0.0025577,0.003784,-0.013417,-0.01156,0.017406,0.0104415,-0.002934,0.0017102,0.0042738,0.0066908,0.0065508,0.0051935,0.0020952,-0.0002107,-0.0012872
Bell_Beaker_Rhine-Main,0.117238,0.1046,0.057322,0.072675,0.020311,0.025658,0.00517,0.000462,-0.013499,-0.01713,-0.005034,0.004046,-0.02111,-0.015551,0.018187,0.012331,0.012256,0.003041,-0.001131,0.014507,-0.000499,0.002226,0.002095,0.004097,-0.005149
Bell_Beaker_Scotland,0.122929,0.1228795,0.066562,0.07106,0.027082,0.0280285,0.0005875,0.003461,-0.0002045,-0.010934,-0.006983,0.0065195,-0.011447,-0.0118355,0.0264655,0.001989,-0.0095835,0.00114,0.001571,0.000938,0.0085475,0.006739,-0.002095,0.010604,-0.000479
BGR_Beli_Breyag_EBA,0.121791,0.1635,0.033941,-0.041667,0.046778,-0.020359,0.00564,0.003,0.029451,0.046106,0.005034,-0.001798,-0.003122,0.001789,-0.021987,0.002652,0.007823,0.012162,0.010433,-0.007003,0.009483,0.011129,-0.011709,-0.02169,-0.006466
BGR_C,0.121411,0.1750097,0.007794,-0.0857027,0.045547,-0.0393237,-0.0033683,0.0023847,0.0329283,0.0727123,0.0012993,0.013188,-0.022299,-0.0008257,-0.0297683,-0.013878,0.0076493,0.000929,0.008338,-0.0140483,-0.0114383,0.0042453,0.004314,-0.0021687,-0.0045503
BGR_Dzhulyunitsa_N,0.120652,0.164516,0.029415,-0.050065,0.066782,-0.028168,0.003055,-0.003692,0.031292,0.065605,-0.004547,0.008393,-0.018434,-0.008945,-0.024158,-0.011668,0.015125,0.008235,0.006788,-0.020885,0.000749,0.009769,-0.007888,-0.017954,-0.00012
BGR_EBA,0.1233844,0.1635,0.0276052,-0.0297806,0.0467778,-0.0182952,0.000376,-0.0013846,0.0243384,0.0430804,0.0058136,0.0048856,-0.0126958,0.0015964,-0.0204394,-0.00061,0.0121776,0.0034712,0.003796,-0.002351,0.002695,0.002745,-0.0083562,-0.016002,-0.0020358
BGR_IA,0.126344,0.157407,0.007165,-0.051034,0.029852,-0.02259,0.00423,-0.001385,0.007772,0.032074,-0.001461,0.005695,-0.013974,-0.003028,-0.015065,-0.001458,0.01369,0.006968,0.006285,-0.014757,-0.006239,0.004699,-0.007888,0.003494,-0.008861
BGR_Krepost_N,0.1161,0.152329,-0.024513,-0.071383,0.020311,-0.042112,-0.003525,-0.012461,0.005113,0.047746,-0.006333,0.009292,-0.014866,-0.013625,-0.029451,-0.014187,0.019297,0.002027,0.006536,-0.00963,-0.012977,-0.001113,-0.006162,0.000964,-0.001676
BGR_Late_C,0.1204248,0.1726398,0.0190068,-0.068476,0.0546562,-0.0326304,-0.001786,-0.0029076,0.0315786,0.0737692,0.006268,0.0086922,-0.017185,0.0004406,-0.036183,-0.0049324,0.0199226,0.0005068,0.0125446,-0.008879,-0.004517,0.0065782,-0.0028594,-0.0071576,-0.0017244
BGR_Middle_C,0.120652,0.171624,0.027153,-0.064923,0.052317,-0.026774,0.001175,0.002308,0.032519,0.062689,0,0.010191,-0.013677,-0.001101,-0.034744,-0.017634,-0.001173,0.005068,0.009804,-0.017008,-0.009733,0.008656,-0.010969,-0.015785,-0.002634
BGR_MLBA,0.125205,0.103584,0.050911,0.082688,0.00277,0.031794,-0.00094,0.004846,-0.025361,-0.035718,-0.005846,-0.000599,-0.005203,-0.023671,0.029316,0.021082,0.009518,-0.001014,-0.001885,0.002501,-0.000749,-0.001607,0.005546,0.011086,0.000599
BGR_MP_N,0.1231187,0.1675623,0.0432432,-0.0399982,0.0664738,-0.022265,-0.000705,0.0050385,0.033133,0.0595607,0.0064415,0.0053202,-0.0111992,-0.0016745,-0.0240677,-0.0018562,0.0172542,0.0069255,0.0077095,0.0015215,0.000395,0.0038127,-0.0063885,-0.0184363,-0.0067258
BGR_N,0.120368,0.183049,0.0082968,-0.086241,0.0510865,-0.0429492,0.00235,-0.002942,0.0388085,0.085742,0.0137622,0.0133382,-0.0244175,-0.0001377,-0.0350498,-0.0144855,0.0216762,0.0030408,0.007982,-0.0117242,-0.0129145,0.0094902,-0.0033585,-0.0052118,-0.005269
BGR_Varna_C,0.125205,0.168578,0.017348,-0.054587,0.053548,-0.03263,0.006345,-0.006461,0.030065,0.067245,0.005521,0.00015,-0.017839,0.00055,-0.033523,-0.009679,0.016689,0.001774,0.013701,-0.001876,-0.00861,0.007914,-0.009983,-0.010001,-0.002036
BHS_Ceramic,0.0516861,-0.3163836,0.1171475,0.0995428,-0.1139233,-0.0172785,-0.3029395,-0.3586844,-0.0125688,-0.0147445,-0.0001328,-0.0016145,0.0003311,0.0233145,-0.0079026,0.0035859,0.0066852,-0.0021882,0.0006743,0.0003923,0.0002439,0.0067672,-0.0012662,-0.0012324,-0.0013715
BHS_Taino,0.050082,-0.316845,0.114645,0.102068,-0.114791,-0.014502,-0.307629,-0.359523,-0.009613,-0.019499,-0.005034,-0.002698,-0.002081,0.015276,-0.002307,0.00305,0.008214,0.003547,-0.001006,0.002501,0.002496,0.004946,-0.007148,-0.001446,-0.010538
BLZ_MayahakCabPek_9300BP,0.052359,-0.323954,0.11389,0.093347,-0.118791,-0.018128,-0.286243,-0.337601,-0.007976,-0.008383,0.001786,0.005695,0.003271,0.022157,-0.002714,0.002519,0.00352,0.000633,-0.001006,0.005753,0.006364,0.002226,-0.001356,0.001687,0.003233
BLZ_SakiTzul_7400BP,0.041545,-0.3143065,0.1116275,0.087856,-0.1183295,-0.014363,-0.2837755,-0.3304475,-0.012578,-0.0143965,0.00406,-0.0109405,-0.000595,0.028419,-0.002307,0.0030495,0.008149,-0.0004435,0.0052165,0.0029385,-0.0039305,0.007605,-0.0026495,0.0013255,-0.0034725
BRA_Botocudo,0.0028455,-0.3767615,-0.089755,0.0172805,0.1481815,-0.0518735,-0.0094005,-0.009692,-0.026179,-0.0195905,0.0383235,0.00562,-0.0043115,-0.00578,0.0093645,0.008618,-0.0035205,0.000887,0.0093015,-0.002376,-0.0006865,-0.025967,-0.0030815,-0.0071695,-0.0461635
BRA_LapaDoSanto_9600BP,0.050765,-0.3095332,0.1206032,0.098515,-0.1156522,-0.017626,-0.284645,-0.3400012,-0.0136212,-0.0184422,0.002241,-0.003267,0.0004162,0.017478,-0.0065688,0.0064438,0.006493,-0.001267,0.0026898,0.003727,-0.0010482,0.007963,-0.002662,-0.0043378,0.001413
BRA_Laranjal_6700BP,0.0478055,-0.3168455,0.119736,0.095285,-0.1110975,-0.018686,-0.2920005,-0.34164,-0.010533,-0.014397,0.000406,0.0014985,0.0017095,0.0275245,-0.009704,0.0066955,0.0110825,-0.0039905,0.002325,0.004815,0.007986,0.008656,0.003451,0.0006025,0.006167
BRA_Laranjeiras_I_4300BP,0.053497,-0.306013,0.1160277,0.099161,-0.1061737,-0.0178487,-0.2906297,-0.343909,-0.0094763,-0.0235083,-0.0010283,-0.0015987,-0.0048067,0.0225243,-0.0018547,0.000398,0.0096047,-0.0022803,0.0039383,0.0104217,0.001747,-0.0012367,-0.0056287,-0.0033337,-0.0080633
BRA_Moraes_5800BP,0.046667,-0.30669,0.11917,0.106591,-0.11079,-0.01757,-0.291648,-0.345909,-0.003886,-0.010934,0.002436,-0.012739,-0.004906,0.004404,-0.016151,-0.000796,0.003651,-0.003674,-0.002263,-0.000875,-0.000374,0.010387,0.003328,-0.003133,-0.003473
BRA_Sumidouro_10100BP,0.0500822,-0.2855666,0.111477,0.093993,-0.1026038,-0.019857,-0.2705442,-0.324725,-0.0093672,-0.016802,0.0026632,0.0002098,0.0003866,0.0189094,-0.0044788,0.008035,0.0050846,-0.0003292,-0.0008296,-0.002276,-0.0009484,0.0014094,-0.0056446,-0.003663,0.0032332
BWA_Taukome_1100BP,-0.648792,0.081242,0.014708,0.018734,0.011079,-0.003904,0.020916,0.003,-0.035587,0.018406,0.006496,0.01079,0.002676,0.004404,0.008958,-0.001458,-0.001173,0.042061,-0.025014,-0.006003,-0.001622,-0.002226,0.001602,-0.000723,0.009819
BWA_Xaro_1400BP,-0.585051,0.0614395,0.0173475,0.0098515,0.000462,0.003765,0.0544045,-0.0378445,-0.0029655,0.006196,0.0023545,-0.0127385,-0.009886,0.00289,0.006718,0.001326,0.007497,0.068855,-0.025265,0.0012505,-0.0086095,-0.000742,0.001232,0.000482,-0.003293
CAN_400BP,0.052359,-0.319892,0.120679,0.091409,-0.10125,0.004183,-0.208689,-0.249682,-0.00225,-0.026789,-0.000974,-0.002548,-0.003717,0.018441,-0.000407,0.021612,0.008996,0.012289,0.00264,-0.00988,-0.006364,-0.01014,-0.009244,0.005422,0.009819
CAN_6000BP,0.052359,-0.332078,0.108611,0.071706,-0.102788,-0.018686,-0.191769,-0.229837,-0.001432,-0.015672,-0.003573,0.007343,0.002081,-0.00578,-0.007329,-0.009281,-0.001434,0.007728,0.007793,0.007754,0.003993,-0.00507,0.006902,0.00494,0.006706
CAN_BigBar_5700BP,0.050082,-0.312783,0.106348,0.083334,-0.101865,-0.013666,-0.202344,-0.23999,-0.005318,-0.014579,-0.002273,-0.005245,-0.002676,-0.005918,-0.008415,0.00305,0.001434,-0.00038,0.005782,0.017258,0.008485,-0.005193,0.002711,0.003856,0.005269
Canary_Islands_Guanche,-0.0393828,0.1314096,-0.0023384,-0.0687344,0.0337292,-0.0363672,-0.0299874,0.008261,0.0708878,0.0305428,0.0075674,-0.0059948,0.0182554,-0.0176982,0.0232082,-0.0130468,0.0031814,-0.019206,-0.044321,0.010405,-0.0134762,-0.0377142,0.0232692,-0.0011806,0.0046224
CHE_EBA,0.1240672,0.1345578,0.0529855,0.0327845,0.0430078,0.013387,0.00094,0.0001732,0.0087945,0.014032,-0.001502,0.0110525,-0.015126,-0.0171682,0.0163542,0.0104415,-6.52e-05,-0.0008868,-0.000723,0.000188,0.0015598,0.0051315,-0.0068402,-0.0040065,-0.002395
CHE_FN,0.1220752,0.1734015,0.0403518,-0.057494,0.0788607,-0.030748,-0.0019975,-0.0030572,0.0528185,0.0895692,0.0048312,0.0159605,-0.0261642,-0.0063305,-0.0202222,-0.0073918,0.0060955,0.0042125,0.0076678,-0.003908,-0.0009673,0.0055335,-0.0137422,-0.0202437,0.0018858
CHE_FN_steppe,0.1161,0.131003,0.070522,0.025194,0.035391,0.031236,0.026086,-0.010615,0.008181,0.032256,0.001461,0.020831,0.010555,-0.00289,0.012622,-0.005701,-0.000913,0.026351,0.011816,-0.014382,-0.002121,-0.014591,-0.002835,0.011929,-0.017483
CHE_IA,0.125205,0.153345,0.050534,-0.003876,0.049548,-0.005578,0.0047,-0.002077,0.014726,0.033896,0.001786,0.016335,-0.016353,-0.008945,0.001764,-0.001591,0.009518,0.001647,0.002514,-0.006128,0.005241,0.005688,-0.012078,-0.004338,0.000958
CHE_LN,0.1260518,0.170635,0.0502732,-0.0408139,0.0828951,-0.026938,-0.0058873,0.0026804,0.0609691,0.0867817,-0.0002248,0.0150252,-0.0290346,-0.0118673,-0.0114388,-8.16e-05,0.0078131,0.0030015,0.0029426,-0.0045631,0.011387,0.0039221,-0.0140092,-0.0300043,0.0003592
CHE_LN_steppe,0.12862,0.118817,0.059585,0.091732,0.00677,0.032072,0.005875,0.012923,-0.025156,-0.028793,-0.007145,0.002398,-0.002527,-0.016928,0.029044,0.008486,-0.007041,-0.00228,-0.002263,0,0.000873,0.000371,-0.001849,0.011206,0.002634
CHE_MN,0.120083,0.1670545,0.04846,-0.0402135,0.082477,-0.026216,-0.005405,0.0013845,0.0629935,0.082644,0.000812,0.006969,-0.0179135,-0.009909,-0.0186615,0.006961,0.0232085,0.0003165,0.001697,-0.0039395,0.0147865,0.0052555,-0.0156525,-0.030125,0.0053885
CHL_Ayayema_5100BP,0.046667,-0.313799,0.114268,0.096254,-0.119099,-0.018965,-0.288123,-0.338986,-0.015748,-0.017495,0.000974,-0.004946,0.002379,0.024359,-0.008143,0.009812,0.006258,0.001647,0.006913,0.005002,-0.002745,0.001978,-0.001849,-0.003735,-0.000359
CHL_Conchali_700BP,0.053497,-0.3163375,0.120113,0.090763,-0.1200225,-0.0175705,-0.293058,-0.3538695,-0.0103285,-0.0183145,0.001786,-0.0014985,0.001189,0.0238775,-0.010111,0.000862,0.0080835,-0.0009505,-0.000566,0.0025635,-0.00131,0.0058735,-0.0027115,-0.000723,-0.0010775
CHL_Fuego_Patagonian,0.0478055,-0.310752,0.119736,0.0906015,-0.1054045,-0.0157575,-0.2868305,-0.346139,-0.001636,-0.0116635,0.0051155,0.00562,-0.006541,0.0276625,-0.0185935,0.007624,0.003977,-0.000317,-0.0001885,0.001938,-0.0091715,0.001546,0.0043755,0.0024095,-0.0026345
CHL_Kaweskar_1000BP,0.055204,-0.316845,0.113513,0.0948005,-0.1047885,-0.0170125,-0.2870655,-0.3494855,-0.0155435,-0.0207745,-0.000893,-0.0047205,0.0026015,0.0264235,-0.00855,0.004508,0.0024775,-0.000697,-0.0018855,0.002126,-0.003057,0.001669,-0.0056695,-0.0006625,-0.002814
CHL_LosRieles_10900BP,0.044391,-0.304659,0.118416,0.101099,-0.111098,-0.012829,-0.291648,-0.349832,-0.010022,-0.022597,0.005359,-0.003897,-0.004014,0.018854,-0.008822,0.006895,0.008475,0.000507,0.000754,0.008004,0.001248,-0.000989,0.005916,-0.000602,-0.000958
CHL_LosRieles_5100BP,0.047806,-0.313799,0.116907,0.0969,-0.116329,-0.018965,-0.298228,-0.353293,-0.017589,-0.016401,-0.000162,0.004346,0.001635,0.015414,-0.005157,0.004641,0.003129,-0.006081,0.004022,0.004752,0.004866,-0.002102,-0.007888,-0.002651,0.000239
CHL_PicaOcho_700BP,0.05122,-0.318876,0.125958,0.097223,-0.119099,-0.020638,-0.300344,-0.365292,-0.015544,-0.016037,-0.002273,-0.002997,0,0.026699,-0.003257,-0.000398,0.011343,0.002914,0.004148,-0.001876,-0.002745,0.012118,-0.007148,0.000964,-0.001916
